display,0.3,0.5,0.7,exact
BERTimbau-base,0.7142857142857143,0.6785714285714286,0.6510989010989011,0.5961538461538461
BERTimbau-large,0.6170212765957447,0.6018237082066868,0.5866261398176292,0.5410334346504558
BiLSTM-CRF,0.6364883401920438,0.5925925925925926,0.5404663923182441,0.4279835390946502
DeepSeek-V3,0.6855524079320113,0.6458923512747876,0.5911237016052879,0.07932011331444759
GPT-3.5,0.7502487562189055,0.7064676616915423,0.6487562189054725,0.10746268656716416
GPT-4 Turbo,0.76984126984127,0.7321428571428572,0.6567460317460319,0.10515873015873015
GPT-4.1,0.7437379576107901,0.7052023121387283,0.6551059730250482,0.12716763005780346
GPT-4.1-mini,0.7482724580454098,0.7107601184600196,0.633761105626851,0.08489634748272458
GPT-4.1-nano,0.46271186440677964,0.4186440677966102,0.3474576271186441,0.05932203389830508
GPT-4o,0.7594433399602386,0.723658051689861,0.6640159045725647,0.09145129224652088
GPT-5.4-mini,0.7573604060913706,0.7269035532994924,0.665989847715736,0.10964467005076141
GPT-5.4-nano,0.7590361445783133,0.7228915662650601,0.6646586345381525,0.12048192771084337
Gemini-2.5-flash,0.7177497575169738,0.6867119301648884,0.6420950533462658,0.12221144519883607
Legal-BERTimbau-base,0.6111951588502269,0.6021180030257186,0.5779122541603632,0.5083207261724659
