kind,label,iou,pred_label
exact,MULTA,0.9978494623655914,
exact,OBRIGACAO,0.964769647696477,
exact,MULTA,0.9706498951781971,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.9954954954954955,
FP,OBRIGACAO,0.0,
exact,OBRIGACAO,0.9652406417112299,
exact,MULTA,0.8876404494382022,
exact,MULTA,0.9963636363636363,
exact,MULTA,0.9965397923875432,
exact,MULTA,0.996875,
exact,OBRIGACAO,0.9941176470588236,
exact,OBRIGACAO,0.8828828828828829,
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,0.8488372093023255,
FN,OBRIGACAO,0.0,
exact,MULTA,0.9967213114754099,
exact,MULTA,0.9953917050691244,
type_error,OBRIGACAO,0.5122282608695652,MULTA
exact,OBRIGACAO,0.5190217391304348,
exact,OBRIGACAO,0.8794258373205741,
FN,OBRIGACAO,0.0,
FN,RECOMENDACAO,0.0,
exact,MULTA,0.9707112970711297,
exact,OBRIGACAO,0.9528985507246377,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.555014605647517,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,1.0,
exact,OBRIGACAO,1.0,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.6091644204851752,
exact,OBRIGACAO,0.8755186721991701,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.9707112970711297,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.9706498951781971,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.9462809917355371,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9707112970711297,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.9584199584199584,
boundary,OBRIGACAO,0.3326959847036329,OBRIGACAO
exact,MULTA,0.9543568464730291,
exact,OBRIGACAO,0.9662337662337662,
FP,OBRIGACAO,0.0,
exact,MULTA,0.9072164948453608,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.9262295081967213,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,OBRIGACAO,1.0,
exact,MULTA,0.9706498951781971,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.8882113821138211,
exact,OBRIGACAO,0.9528985507246377,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,1.0,
exact,OBRIGACAO,1.0,
exact,MULTA,0.9422680412371134,
exact,OBRIGACAO,0.8124031007751938,
exact,MULTA,0.9808102345415778,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.8879837067209776,
exact,OBRIGACAO,0.956081081081081,
exact,MULTA,0.9808102345415778,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9723404255319149,
exact,OBRIGACAO,0.9662337662337662,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.9723991507430998,
exact,OBRIGACAO,0.9679012345679012,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.8882113821138211,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.9707112970711297,
exact,OBRIGACAO,0.9528985507246377,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.9557522123893806,
exact,OBRIGACAO,0.7685325264750378,
boundary,RECOMENDACAO,0.2032258064516129,RECOMENDACAO
exact,RECOMENDACAO,1.0,
FP,MULTA,0.0,
boundary,OBRIGACAO,0.036231884057971016,OBRIGACAO
exact,MULTA,1.0,
exact,MULTA,0.9543568464730291,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9808102345415778,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9807692307692307,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.950207468879668,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9542619542619543,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9808102345415778,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9807692307692307,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9850427350427351,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9807692307692307,
FP,OBRIGACAO,0.0,
exact,OBRIGACAO,0.9659685863874345,
exact,MULTA,0.9707112970711297,
exact,OBRIGACAO,0.9528985507246377,
exact,MULTA,0.9707112970711297,
exact,OBRIGACAO,0.9528985507246377,
exact,RECOMENDACAO,0.9945945945945946,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.8070175438596491,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.649895178197065,
exact,OBRIGACAO,0.8193916349809885,
FN,MULTA,0.0,
FN,MULTA,0.0,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.9707112970711297,
exact,OBRIGACAO,0.9648648648648649,
exact,MULTA,0.9978494623655914,
FP,OBRIGACAO,0.0,
exact,OBRIGACAO,0.9648648648648649,
exact,MULTA,0.7393617021276596,
exact,OBRIGACAO,0.5863095238095238,
exact,OBRIGACAO,0.6921487603305785,
exact,OBRIGACAO,0.7298245614035088,
FP,OBRIGACAO,0.0,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.874274661508704,
exact,RESSARCIMENTO,0.9519230769230769,
FP,MULTA,0.0,
FN,MULTA,0.0,
boundary,OBRIGACAO,0.30022075055187636,OBRIGACAO
exact,MULTA,0.9508196721311475,
exact,MULTA,0.7110552763819096,
exact,MULTA,0.8121546961325967,
exact,MULTA,0.92578125,
exact,OBRIGACAO,0.8567567567567568,
exact,OBRIGACAO,0.9195402298850575,
exact,OBRIGACAO,0.6642512077294686,
type_error,MULTA,0.58203125,OBRIGACAO
FP,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,MULTA,0.0,
exact,MULTA,0.9971910112359551,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,0.9947368421052631,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
boundary,OBRIGACAO,0.34175531914893614,OBRIGACAO
exact,OBRIGACAO,0.5947712418300654,
exact,MULTA,0.9963898916967509,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,0.9945945945945946,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,0.9945945945945946,
exact,MULTA,0.8773584905660378,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.7874396135265701,
FP,RECOMENDACAO,0.0,
FN,RECOMENDACAO,0.0,
