display,0.3,0.5,0.7,exact
BERTimbau-base,0.7142857142857143,0.6785714285714286,0.6510989010989011,0.5961538461538461
BERTimbau-large,0.6170212765957447,0.6018237082066868,0.5866261398176292,0.5410334346504558
BiLSTM-CRF,0.6364883401920438,0.5925925925925926,0.5404663923182441,0.4279835390946502
DeepSeek-V4-Flash,0.7549668874172185,0.7240618101545254,0.6644591611479029,0.0728476821192053
GPT-4.1,0.7583497053045186,0.7151277013752456,0.6522593320235757,0.12180746561886052
GPT-4.1-mini,0.7362428842504743,0.698292220113852,0.635673624288425,0.08538899430740038
GPT-4.1-nano,0.47619047619047616,0.4010989010989011,0.33699633699633696,0.05311355311355311
GPT-5-mini,0.4288939051918736,0.40970654627539504,0.3837471783295711,0.07110609480812642
GPT-5.1,0.7213114754098361,0.6846673095467696,0.6383799421407907,0.18129218900675023
GPT-5.2,0.651685393258427,0.6067415730337079,0.5531547104580814,0.15038893690579086
Legal-BERTimbau-base,0.6111951588502269,0.6021180030257186,0.5779122541603632,0.5083207261724659
Llama-3.3-70B,0.38006230529595014,0.3395638629283489,0.29906542056074764,0.006230529595015576
Qwen2.5-72B,0.6423076923076922,0.6134615384615385,0.5596153846153846,0.13653846153846153
