index,text,gold,pred,match
0,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o corpo técnico e o parecer do Ministério Público de Contas, aplicando a Tese de Repercussão Geral nº 445 do STF, e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da respectiva despesa. ",[],[],True
1,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o corpo técnico e o parecer do Ministério Público de Contas, aplicando a Tese de Repercussão Geral nº 445 do STF, e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da respectiva despesa. ",[],[],True
2,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o corpo técnico e o parecer do Ministério Público de Contas, aplicando a Tese de Repercussão Geral nº 445 do STF, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da respectiva despesa. ",[],[],True
3,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o corpo técnico e o parecer do Ministério Público de Contas, aplicando a Tese de Repercussão Geral nº 445 do STF, e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da respectiva despesa.",[],[],True
4,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o corpo técnico e o parecer do Ministério Público de Contas, aplicando a Tese de Repercussão Geral nº 445 do STF e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato, com a anotação da respectiva despesa. ",[],[],True
5,"Vistos, relatados e discutidos estes autos, acompanhando o Corpo Instrutivo e o Órgão Ministerial, na esteira do caput do artigo 111, da Lei Complementar n° 464/2012, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da prescrição com o consequente arquivamento destes autos. 
",[],[],True
6,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acolhendo a manifestação emanadas pelo corpo técnico e Ministério Público Especial, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro do ato aposentador e da despesa dele decorrente, nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012. ",[],[],True
7,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico, parecer do Ministério Público que atua junto a esta Corte de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da despesa respectiva, nos termos do artigo 71, inciso III, da Constituição Federal.",[],[],True
8,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, seguindo a orientação pelo registro do ato sugerida na informação técnica e no parecer do Ministério Público de Contas, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da despesa respectiva, nos termos do artigo 71, inciso III, da Constituição Federal. ",[],[],True
9,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e do parecer do Ministério Público que atua junto a esta Corte de Contas, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro do ato aposentador e da despesa dele decorrente, nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012. ",[],[],True
